OBJECTID,ATCOCODE,GRIDTYPE,EASTING,NORTHING,LON,LAT,COMMONNAME,IDENTIFIER,DIRECTION,STREET,LANDMARK,NATGAZID,NATGAZLOCA,PARENTLOCA,GRANDPAREN,TOWN,SUBURB,STOPTYPE,BUSSTOPTYP,BUSREGISTR,RECORDSTAT,NOTES,LOCALITYCE,SMSNUMBER,LASTCHANGE
33,410000017928,,439168,560298,-1.39022000000,54.93582000000,DOVEDALE RD SEABURN DENE S/B,S,S,DOVEDALE ROAD,EAST OF THE LANE ARMS PUBLIC HOUSE,E0030901,Fulwell,Sunderland Urban Area,,SL,SEABURN DENE,BCT,MKD,OTH,ACT,,Y,,29/11/2004
34,410000017929,,439422,560136,-1.38627000000,54.93436000000,DENE ESTATE,SE,SE,DOVEDALE ROAD,OPPOSITE  DOVEDALE ROAD SHOPS,E0030901,Fulwell,Sunderland Urban Area,,SL,SEABURN DENE,BCT,MKD,PPT,ACT,,Y,,07/07/2005
35,410000017930,,439068,560335,-1.39177000000,54.93616000000,ALSTON CRES SEABURN DENE N/B,N,N,ALSTON CRESCENT,OPPOSITE THE LANE ARMS PUBLIC HOUSE,E0030901,Fulwell,Sunderland Urban Area,,SL,SEABURN DENE,BCT,MKD,OTH,ACT,,Y,,07/07/2005
36,410000017931,,439168,560108,-1.39024000000,54.93412000000,ALSTON CRES SEABURN DENE  N/B,N,N,ALSTON CRESCENT,OUTSIDE NO.179 ALSTON CRESCENT,E0030901,Fulwell,Sunderland Urban Area,,SL,SEABURN DENE,BCT,MKD,OTH,ACT,,Y,,02/02/2005
337,410000024054,,437265,558832,-1.42011000000,54.92280000000,NORTH HYLTON ROAD,E,E,NORTH HYLTON ROAD,OPPOSITE SOUTHWICK INDUSTRIAL ESTATE,E0031134,Red House (Sunderland Urban Area),Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
338,410000024055,,437609,558821,-1.41474000000,54.92268000000,NORTH HYLTON ROAD,E,E,NORTH HYLTON ROAD,OUTSIDE THE TORRENS PUBLIC HOUSE,E0031041,Marley Pots,Sunderland Urban Area,,SL,MARLEY POTS,BCT,MKD,OTH,ACT,,Y,,07/01/2005
339,410000024056,,437883,558758,-1.41047000000,54.92209000000,NORTH HYLTON RD S/WICK E/,E,E,NORTH HYLTON ROAD,OUTSIDE ASHWOOD AVENUE,E0031041,Marley Pots,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
340,410000024060,,438638,558492,-1.39873000000,54.91964000000,SOUTHWICK RD SOUTHWICK E/,E,E,SOUTHWICK ROAD,OPPOSITE SUDDICK STREET,E0031180,Southwick (Tyne & Wear),,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
341,410000024061,,438892,558441,-1.39477000000,54.91917000000,SOUTHWICK ROAD,E,E,SOUTHWICK ROAD,OUTSIDE CARLEY SQUARE,E0031180,Southwick (Tyne & Wear),,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
342,410000024062,,439113,558289,-1.39135000000,54.91778000000,SOUTHWICK RD S/LAND E/B,E,E,SOUTHWICK ROAD,OUTSIDE WALLACE ST. ENTRANCE LEADING TO COLLEGE,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
343,410000024063,,439420,558124,-1.38658000000,54.91628000000,SOUTHWICK ROAD,E,E,SOUTHWICK ROAD,OPPOSITE THE STADIUM OF LIGHT FOOTBALL GROUND,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,02/02/2005
344,410000024083,,439737,557612,-1.38171000000,54.91165000000,DAME DOROTHY STREET,W,W,DAME DOROTHY  STREET,75 M EAST OF NORTH BRIDGE STREET,E0031254,Sunderland Stadium of Light,Sunderland Urban Area,,SL,MONKWEARMOUTH,BCT,MKD,OTH,ACT,,Y,,04/01/2005
345,410000024086,,439984,558249,-1.37777000000,54.91735000000,ROKER GLADSTONE STREET,S,S,GLADSTONE STREET,OUTSIDE NO.27 GLADSTONE STREET,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,ROKER,BCT,MKD,PPT,ACT,,Y,,05/01/2005
346,410000024087,,439877,558534,-1.37940000000,54.91992000000,FULWELL ROAD-FULWELL,N,N,FULWELL ROAD,NORTH OF ROKER BATHS ROAD,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
347,410000024088,,439835,558750,-1.38002000000,54.92187000000,FULWELL ROAD-FULWELL,N,N,FULWELL ROAD,OUTSIDE SUTHERLAND STREET JUNCTION,E0031138,Roker,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,24/05/2005
348,410000024089,,439802,558949,-1.38051000000,54.92366000000,FULWELL RD FULWELL N/B,N,N,FULWELL ROAD,OPPOSITE COMMUNITY CENTRE AND SCHOOLS,E0031138,Roker,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
349,410000024090,,439759,559343,-1.38112000000,54.92720000000,FULWELL ROAD-FULWELL N/B,N,N,FULWELL ROAD,OUTSIDE MILL VIEW AVENUE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
350,410000024091,,439703,559654,-1.38196000000,54.93000000000,FULWELL ROAD/SEA ROAD,N,N,DENE LANE,OUTSIDE LIBRARY,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,PPT,ACT,,Y,,05/01/2005
351,410000024092,,439657,559854,-1.38265000000,54.93180000000,DENE LANE-FULWELL N/B,N,N,DENE LANE,OUTSIDE NO.61 DENE LANE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
352,410000024093,,439863,559978,-1.37941000000,54.93290000000,DYKELANDS ROAD-DARTFORD ROAD,E,E,DYKELANDS ROAD,OPPOSITE DARTFORD ROAD JUNCTION,E0030901,Fulwell,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,05/01/2005
353,410000024094,,439852,559964,-1.37959000000,54.93278000000,DYKELANDS ROAD-DARTFORD ROAD,W,W,DYKELANDS ROAD,OUTSIDE DARTFORD ROAD JUNCTION,E0030901,Fulwell,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,05/01/2005
354,410000024095,,439679,559909,-1.38229000000,54.93230000000,DYKELANDS ROAD-DACRE ROAD,W,W,DYKELANDS ROAD,OUTSIDE DACRE ROAD JUNCTION,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
355,410000024096,,439742,559561,-1.38136000000,54.92916000000,FULWELL ROAD/SEA ROAD,S,S,FULWELL ROAD,OPPOSITE THE BLUE BELL PUBLIC HOUSE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,PPT,ACT,,Y,,05/01/2005
356,410000024097,,439774,559298,-1.38090000000,54.92680000000,FULWELL ROAD-FULWELL S/B,S,S,FULWELL ROAD,OUTSIDE SIDE CLIFF ROAD JUNCTION,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
357,410000024098,,439795,559068,-1.38060000000,54.92473000000,FULWELL RD FULWELL S/B,S,S,FULWELL ROAD,OPPOSITE PRIMROSE CRESCENT,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
358,410000024099,,439850,558720,-1.37979000000,54.92160000000,FULWELL RD FULWELL S/L S/,S,S,FULLWELL ROAD,OUTSIDE SANDRINGHAM ROAD JUNCTION,E0031138,Roker,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
359,410000024100,,439929,558475,-1.37859000000,54.91939000000,GLADSTONE ST ROKER S/B,S,S,GLADSTONE STREET,OPPOSITE THE CAMBRIDGE PUBLIC HOUSE,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,ROKER,BCT,MKD,OTH,ACT,,Y,,07/01/2005
360,410000024101,,439974,558316,-1.37791000000,54.91796000000,GLADSTONE ST ROKER S/L S/,S,S,GLADSTONE STREET,OUTSIDE NO.50 GLADSTONE STREET,E0031021,Monkwearmouth,Sunderland Urban Area,,SL,ROKER,BCT,MKD,OTH,ACT,,Y,,05/01/2005
361,410000024115,,439908,559661,-1.37876000000,54.93005000000,SEA RD FULWELL S/L W/B,W,W,SEA ROAD,OPPOSITE POST OFFICE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,05/01/2005
362,410000024117,,439667,559590,-1.38253000000,54.92943000000,FULWELL ROAD/SEA ROAD,W,W,STATION ROAD,OUTSIDE THE BLUE BELL PUBLIC HOUSE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,PPT,ACT,,Y,,05/01/2005
363,410000024118,,439427,559535,-1.38628000000,54.92896000000,STATION ROAD FULWELL W/B,W,W,STATION ROAD,ON FULWELL BRIDGE OVER METRO LINE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,OTH,ACT,,Y,,07/07/2005
364,410000024119,,439217,559285,-1.38959000000,54.92673000000,FULWELL GRANGE,S,S,FULWELL GRANGE,OUTSIDE THE GRANGE HOTEL PUBLIC HOUSE,E0030901,Fulwell,Sunderland Urban Area,,SL,FULWELL,BCT,MKD,PPT,ACT,,Y,,05/01/2005
365,410000024120,,439128,559171,-1.39099000000,54.92571000000,THOMPSON RD SOUTHWICK W/B,W,W,THOMPSON ROAD,OUTSIDE WEST GRANGE JUNCTION,E0030901,Fulwell,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
366,410000024121,,438997,558995,-1.39306000000,54.92414000000,THOMPSON RD SOUTHWICK W/B,S,S,THOMPSON ROAD,OUTSIDE DAY NURSERY AND MARGARET THOMPSON PARK,E0030965,High Southwick,Sunderland Urban Area,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
367,410000024122,,438841,558881,-1.39551000000,54.92312000000,THOMPSON ROAD,SW,SW,THOMPSON ROAD,OUTSIDE NURSING HOME,E0031180,Southwick (Tyne & Wear),,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
368,410000024123,,438681,558760,-1.39802000000,54.92205000000,THOMPSON ROAD,S,S,THOMPSON ROAD,OUTSIDE METHODIST CHURCH,E0031180,Southwick (Tyne & Wear),,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
369,410000024124,,438568,558591,-1.39981000000,54.92054000000,THOMPSON RD SOUTHWICK N/B,N,N,THOMPSON ROAD,OUTSIDE THE CORNHILL CENTRE COUNCIL OFFICES,E0031180,Southwick (Tyne & Wear),,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
370,410000024125,,438655,558757,-1.39843000000,54.92202000000,THOMPSON ROAD,NE,NE,THOMPSON ROAD,OPPOSITE METHODIST CHURCH,E0031180,Southwick (Tyne & Wear),,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,05/01/2005
37,410000018011,,440721,561088,-1.36587000000,54.94280000000,WHITBURN BENTS ROAD  S/B,S,S,WHITBURN BENTS ROAD,OUTSIDE PEBBLE BEACH,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,30/11/2004
38,410000018012,,440652,560729,-1.36699000000,54.93958000000,SEABURN CAMP,S,S,WHITBURN BENTS ROAD,OPPOSITE FOOTPATH TO CLEAVLAND VIEW,E0031152,Seaburn,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,PPT,ACT,,Y,,07/07/2005
39,410000018013,,440553,560361,-1.36859000000,54.93628000000,WHITBURN RD SEABURN S/B,S,S,WHITBURN ROAD,OPPOSITE SEABURN FUN PARK AND CENTRE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,01/12/2004
40,410000018014,,440584,560055,-1.36815000000,54.93354000000,SEABURN,N,N,WHITBURN ROAD,OPPOSITE THE SEABURN HOTEL,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,PPT,ACT,,Y,,06/02/2005
41,410000018015,,440540,560392,-1.36879000000,54.93656000000,WHITBURN RD SEABURN N/B,N,N,WHITBURN ROAD,OUTSIDE SEABURN FUN PARK AND CENTRE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,01/12/2004
42,410000018016,,440603,560685,-1.36777000000,54.93919000000,SEABURN CAMP,N,N,SEABURN CAMP,OUTSIDE SOUTH BENTS TURNING CIRCLE,E0031152,Seaburn,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,PPT,ACT,,Y,,30/11/2004
43,410000018017,,440686,560890,-1.36644000000,54.94102000000,SEABURN CAMP,N,N,WHITBURN BENTS ROAD,OUTSIDE THE BAY HOTEL PUBLIC HOUSE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,PPT,ACT,,Y,,07/07/2005
44,410000018018,,440720,561162,-1.36587000000,54.94346000000,WHITBURN BENTS ROAD N/B,N,N,WHITBURN BENTS ROAD,OPPOSITE THE BENTS,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,30/11/2004
45,410000018034,,440181,560104,-1.37443000000,54.93401000000,DYKELANDS ROAD-DEEPDENE ROAD,E,E,DYKELANDS ROAD,OPPOSITE T.A . CENTRE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,05/01/2005
46,410000018035,,440367,560186,-1.37152000000,54.93473000000,DYKELANDS ROAD-QUEENS AVE,E,E,DYKELANDS ROAD,OPPOSITE QUEENS AVENUE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,01/12/2004
47,410000018036,,440518,560198,-1.36916000000,54.93483000000,SEABURN DYKELANDS ROAD,E,E,DYKELANDS ROAD,OUTSIDE AMUSEMENT ARCADE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,PPT,ACT,,Y,,06/02/2005
48,410000018037,,440509,560188,-1.36930000000,54.93474000000,SEABURN DYKELANDS ROAD,W,W,DYKELANDS ROAD,OPPOSITE AMUSEMENT ARCADE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,PPT,ACT,,Y,,06/02/2005
49,410000018038,,440332,560160,-1.37207000000,54.93450000000,DYKELANDS ROAD-QUEENS AVE,W,W,DYKELANDS ROAD,OUTSIDE TA CENTRE,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,30/11/2004
50,410000018039,,440114,560063,-1.37548000000,54.93365000000,DYKELANDS ROAD-DEEPDENE ROAD,W,W,DYKELANDS ROAD,OUTSIDE NO.90  DYKELANDS ROAD,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,OTH,ACT,,Y,,05/01/2005
51,410000018040,,440555,560000,-1.36861000000,54.93304000000,SEABURN,E,E,SEABURN TERRACE,OUTSIDE THE SEABURN HOTEL,E0031152,Seaburn,Sunderland Urban Area,,SL,SEABURN,BCT,MKD,PPT,ACT,,Y,,06/02/2005
52,410000018050,,440537,561042,-1.36875000000,54.94240000000,SOUTH BENTS BRANSDALE AVENUE,W,W,BRANSDALE AVENUE,OUTSIDE NO.19  BRANSDALE AVENUE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,10/06/2005
53,410000018051,,440356,561100,-1.37156000000,54.94294000000,SOUTH BENTS WEARDALE AVENUE,W,W,WEARDALE AVENUE,OUTSIDE LONSDALE AVENUE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,10/06/2005
54,410000018052,,440199,561007,-1.37403000000,54.94211000000,SOUTH BENTS,S,S,WEARDALE AVENUE,OUTSIDE NO.26  WEARDALE  AVENUE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,PPT,ACT,,Y,,10/06/2005
55,410000018053,,440314,560905,-1.37225000000,54.94119000000,SOUTH BENTS WEARDALE AVENUE,E,E,WEARDALE AVENUE,OUTSIDE NO.4  WEARDALE AVENUE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,07/07/2005
56,410000018054,,440443,560875,-1.37024000000,54.94091000000,SOUTH BENTS SOUTH BENTS AVENUE,E,E,SOUTH BENTS AVENUE,OUTSIDE ROSEDALE AVENUE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,07/07/2005
57,410000018055,,440572,560870,-1.36822000000,54.94085000000,SOUTH BENTS SOUTH BENTS AVENUE,E,E,SOUTH BENTS AVENUE,OUTSIDE FARNDALE AVENUE,E0031169,South Bents,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,07/07/2005
58,410000018950,,440604,560695,-1.36775000000,54.93928000000,SEABURN CAMP,E,E,WHITBURN BENTS ROAD,SOUTH BENTS TURNING CIRCLE,E0031152,Seaburn,Sunderland Urban Area,,SL,SOUTH BENTS,BCT,MKD,OTH,ACT,,Y,,30/11/2004
59,410000022006,,428313,559019,-1.55976000000,54.92507000000,SPRINGWELL LN S/WELL S/B,SE,SE,SPRINGWELL LANE,OUTSIDE LOW MOUNT FARM,E0030902,Galloping Green,Gateshead,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,06/12/2004
60,410000022007,,428549,558714,-1.55611000000,54.92232000000,SPRINGWELL RD S/WELL S/B,SE,SE,SPRINGWELL ROAD,SOUTH OF BOWES RAILWAY  MUSEUM,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,06/12/2004
61,410000022008,,428658,558562,-1.55442000000,54.92094000000,SPRINGWELL VILLAGE,S,S,SPRINGWELL LANE,OPPOSITE THE PERSEVERANCE ARMS PUBLIC HOUSE,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,PPT,ACT,,Y,,06/12/2004
62,410000022009,,428777,558325,-1.55259000000,54.91881000000,SPRINGWELL RD S/WELL S/B,S,S,SPRINGWELL ROAD,OPPOSITE SPRINGWELL VILLAGE PRIMARY SCHOOL,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,27/05/2005
63,410000022010,,428525,557138,-1.55664000000,54.90815000000,B1288 MILL HOUSE INN W/B,S,S,B1288,OPPOSITE THE MILL HOUSE PUBLIC HOUSE,E0030771,Blackfell,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,06/12/2004
64,410000022021,,428547,557177,-1.55629000000,54.90850000000,B1288-MILL HOUSE INN,N,N,B1288,OUTSIDE THE MILL HOUSE PUBLIC HOUSE,E0030771,Blackfell,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,06/12/2004
65,410000022022,,428796,558226,-1.55230000000,54.91792000000,SPRINGWELL RD S/WELL N/B,N,N,SPRINGWELL ROAD,OUTSIDE SPRINGWELL VILLAGE PRIMARY SCHOOL,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,27/05/2005
66,410000022023,,428669,558507,-1.55425000000,54.92045000000,SPRINGWELL VILLAGE,N,N,SPRINGWELL LANE,OUTSIDE THE PERSEVERANCE ARMS PUBLIC HOUSE,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,PPT,ACT,,Y,,16/04/2005
67,410000022024,,428528,558726,-1.55643000000,54.92242000000,SPRINGWELL RD S/WELL N/B,NW,NW,SPRINGWELL ROAD,SOUTH OF BOWES RAILWAY MUSMEUM,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,06/12/2004
68,410000022025,,428255,559086,-1.56066000000,54.92568000000,SPRINGWELL LN WREKENTON-N,N,N,SPRINGWELL LANE,OPPOSITE LOW MOUNT FARM,E0030902,Galloping Green,Gateshead,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,06/12/2004
69,410000022156,,429253,558485,-1.54515000000,54.92022000000,PEARETH HALL RD S/WELL W/,SW,SW,PEARETH HALL ROAD,OPPOSITE HEUGH HILL,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,GH,SPRINGWELL,BCT,MKD,OTH,ACT,,Y,,15/12/2004
70,410000022157,,428957,558207,-1.54979000000,54.91774000000,STONEY LANE SPRINGWELL S/,S,S,STONEY LANE,OPPOSITE STAFFORD VILLAS,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
71,410000022158,,428873,557583,-1.55116000000,54.91213000000,B1288-BAXTERS FARM,NE,NE,B1288,NORTH OF HAVANNAH/ BAXTERS FARM,E0030771,Blackfell,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
72,410000022159,,428860,557549,-1.55137000000,54.91183000000,B1288-BAXTERS FARM,S,S,B1288,OPPOSITE HAVANNAH/ BAXTERS FARM,E0030771,Blackfell,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
73,410000022161,,428327,557800,-1.55966000000,54.91412000000,MOUNT LANE,E,E,MOUNT LANE,OUTSIDE MOUNT LONNEN,E0030869,Eighton Banks,Gateshead,,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
74,410000022162,,428778,557923,-1.55261000000,54.91519000000,MOUNT LANE-SPRINGWELL LANE,E,E,MOUNT LANE,OUTSIDE THE CHASE,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
75,410000022163,,428989,558360,-1.54928000000,54.91911000000,PEARETH HALL RD S/WELL E/,E,E,PEARETH HALL ROAD,OPPOSITE ROSEBANK COTTAGES,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
76,410000022164,,429285,558530,-1.54464000000,54.92062000000,PEARETH HALL RD S/WELL E/,E,E,PEARETH HALL ROAD,OUTSIDE HIGHBURY AVENUE,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,GH,SPRINGWELL,BCT,MKD,OTH,ACT,,Y,,15/12/2004
77,410000022165,,428931,558349,-1.55018000000,54.91901000000,PEARETH HALL RD S/WELL W/,W,W,PEARETH HALL ROAD,OUTSIDE VICTORIA TERRACE,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,07/07/2005
78,410000022210,,428814,557712,-1.55207000000,54.91330000000,SPRINGWELL ROAD-BAXTERS FARM,N,N,SPRINGWELL ROAD,200M NORTH OF BAXTERS FARM,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
79,410000022211,,428821,557736,-1.55196000000,54.91351000000,SPRINGWELL RD S/WELL V S/,S,S,SPRINGWELL ROAD,OPPOSITE BAXTERS FARM 200M NORTH,E0030865,Springwell (S Tyneside),Washington (Sunderland Urban Area),Sunderland Urban Area,SL,SOUTHWICK,BCT,MKD,OTH,ACT,,Y,,20/12/2004
80,410000022700,,429635,558563,-1.53918000000,54.92090000000,HIGH USWORTH,E,E,PEARETH HALL ROAD,OPPOSITE HOLY TRINITY CHURCH AND CEMETERY,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,USWORTH,BCT,MKD,PPT,ACT,,Y,,15/12/2004
81,410000022701,,429570,558538,-1.54019000000,54.92068000000,HIGH USWORTH,W,W,PEARETH HALL ROAD,OUTSIDE CEMETERY,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,USWORTH,BCT,MKD,PPT,ACT,,Y,,15/12/2004
82,410000022702,,429863,558490,-1.53563000000,54.92023000000,USWORTH RD USWORTH E/B,E,E,USWORTH ROAD,OUTSIDE STONE CELLAR FARM ROAD,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,USWORTH,BCT,MKD,OTH,ACT,,Y,,15/12/2004
83,410000022703,,429831,558479,-1.53613000000,54.92013000000,USWORTH RD USWORTH W/B,W,W,USWORTH ROAD,OPPOSITE STONE CELLAR FARM COTTAGES,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,USWORTH,BCT,MKD,OTH,ACT,,Y,,15/12/2004
84,410000022704,,429937,558485,-1.53447000000,54.92018000000,COACH RD USWORTH E/B,E,E,COACH ROAD,OPPOSITE THE BLUE BELL PUBLIC HOUSE,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,DONWELL,BCT,MKD,OTH,ACT,,Y,,15/12/2004
85,410000022705,,429982,558475,-1.53377000000,54.92008000000,COACH RD USWORTH W/B,W,W,COACH ROAD,35M EAST OF THE BLUE BELL PUBLIC HOUSE,E0030916,Great Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,DONWELL,BCT,MKD,OTH,ACT,,Y,,15/12/2004
86,410000022706,,429943,558138,-1.53442000000,54.91706000000,DONWELL,S,S,WELL BANK ROAD,OUTSIDE GEORGE WASHINGTON PRIMARY SCHOOL,E0030969,High Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,DONWELL,BCT,MKD,PPT,ACT,,Y,,20/12/2004
87,410000022707,,429934,558147,-1.53456000000,54.91714000000,DONWELL,N,N,WELL BANK ROAD,OUTSIDE WELLBANK SCHOOL,E0030969,High Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,DONWELL,BCT,MKD,PPT,ACT,,Y,,20/12/2004
88,410000022708,,429932,557992,-1.53460000000,54.91575000000,DONWELL,S,S,WELL BANK ROAD,OUTSIDE NO.8 ESKDALE CRESCENT,E0030969,High Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,DONWELL,BCT,MKD,PPT,ACT,,Y,,20/12/2004
89,410000022709,,429910,557831,-1.53496000000,54.91430000000,WELL BANK RD D/WELL N/B,N,N,WELL BANK ROAD,OUTSIDE NO.14 WELL BANK ROAD,E0030969,High Usworth,Washington (Sunderland Urban Area),Sunderland Urban Area,SL,DONWELL,BCT,MKD,OTH,ACT,,Y,,21/12/2004
